Tweet Id	Text	Name	Screen Name	UTC	Created At	Favorites	Retweets	Language	Client	Tweet Type	URLs	Hashtags	Mentions	Media Type	Media URLs			
1290670186794815491	One year ago, just hours after the massacre in El Paso, nine precious lives were cut short in Dayton. In the wake of the tragedies, Donald Trump promised the most modest of gun safety policies, then caved to the @NRA and failed to deliver.	Joe Biden	JoeBiden	2020-08-04T15:25:26.000Z	Tue Aug 04 15:25:26 +0000 2020	38837	8101	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet		0	1					
1290610936022171655	"On July 1st, Donald Trump predicted the coronavirus was going to ""just disappear.""

He was wrong — and more than 25,000 Americans died due to the virus last month.

Mr. President, step up and do your job before even more American families feel the pain of losing a loved one."	Joe Biden	JoeBiden	2020-08-04T11:30:00.000Z	Tue Aug 04 11:30:00 +0000 2020	70469	13772	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet		0	0					
1290462206094708739	"When we spend taxpayer money, we should use it to buy American products and support American jobs. Period.

We’re going to make sure the future is made in America — by all of America: https://t.co/uTI6GyuTpX"	Joe Biden	JoeBiden	2020-08-04T01:39:00.000Z	Tue Aug 04 01:39:00 +0000 2020	13501	3522	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	http://JoeBiden.com/MadeInAmerica 	0	0					
1290452895385583616	"Not a joke, folks.

Get yours today: https://t.co/RqCQJE8Kho https://t.co/A1CNMOu2ct"	Joe Biden	JoeBiden	2020-08-04T01:02:00.000Z	Tue Aug 04 01:02:00 +0000 2020	15365	3313	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	http://joe.link/2Xo9jhS 	0	0	photo	https://pbs.twimg.com/media/EeibnPQU0AAZYGE.png			
1290433517000613890	"Every American should be able to safely make their voice heard this November. We need to:

- Expand vote-by-mail and early voting
- Implement online voter registration
- Make it safe and easy to vote in-person"	Joe Biden	JoeBiden	2020-08-03T23:45:00.000Z	Mon Aug 03 23:45:00 +0000 2020	58925	12368	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1290424205633368066	Jill and I mourn the loss of the nine service members who perished in a training accident off the coast of California. These brave young men made the ultimate sacrifice in service to their fellow Americans. Our deepest condolences go out to their families.	Joe Biden	JoeBiden	2020-08-03T23:08:00.000Z	Mon Aug 03 23:08:00 +0000 2020	105490	16721	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1290402059905376259	John Hume committed his life to the principles of nonviolence, and through his faith, statesmanship, and perseverance, he helped bring Northern Ireland through the Troubles to a better tomorrow. Jill and I send our condolences to the entire Hume family. https://t.co/5QmRsj2fSb	Joe Biden	JoeBiden	2020-08-03T21:40:00.000Z	Mon Aug 03 21:40:00 +0000 2020	16769	3235	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://medium.com/@JoeBiden/my-statement-on-the-passing-of-john-hume-973d45770241 	0	0					
1290383185432305666	"In the days that followed the El Paso shooting, I said Americans have to come together, stand against hate, and leave nobody behind.

That charge feels more important than ever. This is our fight — and together, we will win. https://t.co/eX2xD0jhjX"	Joe Biden	JoeBiden	2020-08-03T20:25:00.000Z	Mon Aug 03 20:25:00 +0000 2020	11930	3081	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1290380676378894336/vid/480x270/k56tQjtS8H2KQvBv.mp4?tag=13			
1290350721515139072	It's hard to believe this has to be said, but if I'm elected president, I’ll spend my Monday mornings working with our nation’s top experts to control this virus — not insulting them on Twitter. https://t.co/o7p3e0kgRJ	Joe Biden	JoeBiden	2020-08-03T18:16:00.000Z	Mon Aug 03 18:16:00 +0000 2020	147181	28287	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	https://twitter.com/realDonaldTrump/status/1290282508303716352 	0	0					
1290337132339486722	"This is a moment to summon the purpose we felt one year ago after El Paso. A moment to recommit to the battle for the soul of this nation. A battle against white supremacy, hatred, and gun violence.

It won't be easy — but it's a battle we must win."	Joe Biden	JoeBiden	2020-08-03T17:22:00.000Z	Mon Aug 03 17:22:00 +0000 2020	38078	7860	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1290311966247006209	"One year ago, a white supremacist armed with a semi-automatic rifle targeted the people of El Paso. He thought his hatred of Latinos and immigrants would prove more powerful than the culture and vibrancy of the community.

He was wrong. https://t.co/d7ISze6dK7"	Joe Biden	JoeBiden	2020-08-03T15:42:00.000Z	Mon Aug 03 15:42:00 +0000 2020	33149	8914	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1290293267951689729/vid/640x360/RUHl0sZPcZ1nd9q5.mp4?tag=13			
1290071129172791296	Folks, there's simply too much at stake this November for anyone to sit on the sidelines. Register to vote today — and then reach out to five friends and get them registered as well. https://t.co/8XWNjhwJzL	Joe Biden	JoeBiden	2020-08-02T23:45:00.000Z	Sun Aug 02 23:45:00 +0000 2020	58174	15108	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://iwillvote.com/ 	0	0					
1290031870596403200	Welcome home, Bob and Doug! The first American splashdown in 45 years was executed with precision, and is truly a victory for American innovation and persistence. Congratulations to everyone involved on a successful conclusion to this historic mission. https://t.co/kYBNCHL75O	Joe Biden	JoeBiden	2020-08-02T21:09:00.000Z	Sun Aug 02 21:09:00 +0000 2020	48333	8828	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://medium.com/@JoeBiden/my-statement-on-the-successful-splashdown-of-nasa-spacex-dragon-endeavour-b8f70129d631 	0	0					
1290030423951646720	Join us as we host a roundtable with Congresswoman Veronica Escobar to commemorate the anniversary of the El Paso Massacre: https://t.co/LPA5wDYvNF	Joe Biden	JoeBiden	2020-08-02T21:03:15.000Z	Sun Aug 02 21:03:15 +0000 2020	6259	1757	en	<a href="https://periscope.tv" rel="nofollow">Periscope</a>	Tweet	https://www.pscp.tv/w/cfXQEzFvUEVMQkJiT2xyS2R8MXZBR1JyTGpQQWdHbItfGaPokyslsHcv0JEV-BQcHfbLT7jQBRiaejr9_jT6 	0	0					
1289999407979454465	It’s not enough to just go back to the way things were before these crises — we need to build back better than ever. We have to create a new American economy where everyone gets a fair return for their work and an equal chance to get ahead.	Joe Biden	JoeBiden	2020-08-02T19:00:00.000Z	Sun Aug 02 19:00:00 +0000 2020	86334	14915	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289964174575976449	Now more than ever, we need a president who believes in science.	Joe Biden	JoeBiden	2020-08-02T16:40:00.000Z	Sun Aug 02 16:40:00 +0000 2020	261584	32817	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289932717417734144	This pandemic has put a bright light on the disparities that have plagued our nation for too long. We’ve got to make sure these communities get the help they need now — and root out the systemic racism that created these inequalities in the first place. https://t.co/KZZx2T9ojT	Joe Biden	JoeBiden	2020-08-02T14:35:00.000Z	Sun Aug 02 14:35:00 +0000 2020	28211	7466	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://www.washingtonpost.com/health/2020/07/31/covid-us-death-toll-150k/ 	0	0					
1289712264468193280	"Enhanced unemployment benefits expired for millions overnight.

We don’t have an effective nationwide testing program or a plan to control the virus.

Our health care workers still don’t have enough PPE.

Enough with the weekend golf trips, Mr. President. Do your job."	Joe Biden	JoeBiden	2020-08-01T23:59:00.000Z	Sat Aug 01 23:59:00 +0000 2020	94826	22324	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289681058871545856	"Rent is due today.

Donald Trump abdicated his responsibility to lead us out of this COVID-19 crisis—and we now face a potential housing crisis because of it.

Mr. President: Act now to make sure Americans don't have to choose between a roof over their heads or food on the table. https://t.co/b0Uoy5qoFr"	Joe Biden	JoeBiden	2020-08-01T21:55:00.000Z	Sat Aug 01 21:55:00 +0000 2020	29962	8058	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0	photo	https://pbs.twimg.com/media/EeXcrzBXsAEI7XV.png			
1289663442874281985	You have enough on your plate — you shouldn't also have to worry about the president making things even tougher for you. https://t.co/HjwhG8kQMT	Joe Biden	JoeBiden	2020-08-01T20:45:00.000Z	Sat Aug 01 20:45:00 +0000 2020	19295	5462	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1289661195750903809/pl/uUcpP2lRU4hP0uHA.m3u8?tag=13			
1289626952530354177	"If we give Donald Trump four more years in the White House, he will forever alter the character of this nation.

We can’t let that happen."	Joe Biden	JoeBiden	2020-08-01T18:20:00.000Z	Sat Aug 01 18:20:00 +0000 2020	227132	33388	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289585429176446976	To the millions of people who get up every single day and make this country run: I see you, and I promise I will never stop fighting for you. You are the backbone of America. https://t.co/009KRZx9Bq	Joe Biden	JoeBiden	2020-08-01T15:35:00.000Z	Sat Aug 01 15:35:00 +0000 2020	52063	13013	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1289583898393968640/pl/VLa5CJGHHtrfaeCo.m3u8?tag=13			
1289541388686643202	Ordinary people doing extraordinary things. That's the story of America — and it's being written every day by folks like Dr. @Craig_A_Spencer, who fought the Ebola outbreak and now COVID-19. @BarackObama and I called to thank him for his service and discuss the moment we're in. https://t.co/wO14pwaaxa	Joe Biden	JoeBiden	2020-08-01T12:40:00.000Z	Sat Aug 01 12:40:00 +0000 2020	26065	6986	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	2	video	https://video.twimg.com/amplify_video/1289539493859667969/vid/720x792/6rAuP-A-O1N6d7T1.mp4?tag=13			
1289349876590039040	"Folks, we’re just a few hours away from our critical end-of-month fundraising deadline. We need everyone to step up so we can hit our goal and make sure we can go toe-to-toe with President Trump.

If you're able, please chip in today: https://t.co/XAsy8zaW2v"	Joe Biden	JoeBiden	2020-07-31T23:59:00.000Z	Fri Jul 31 23:59:00 +0000 2020	11864	3480	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://joe.link/3k6FcW3 	0	0					
1289320181269921793	Jill and I are keeping everyone in the path of Hurricane Isaias in our prayers. We must ensure that our fellow Americans, in Puerto Rico and across the East Coast, get the support they need. Please heed the warnings from authorities, take steps to prepare, and stay safe. https://t.co/Jb6AYJ4o0Q	Joe Biden	JoeBiden	2020-07-31T22:01:00.000Z	Fri Jul 31 22:01:00 +0000 2020	14143	3033	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	https://twitter.com/Readygov/status/1289231974377254912 	0	0					
1289301306645995521	Together, we're going to make sure the future is made in America — by all of America. https://t.co/HX4zat4BVK	Joe Biden	JoeBiden	2020-07-31T20:46:00.000Z	Fri Jul 31 20:46:00 +0000 2020	22372	6069	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1289300249803186176/vid/320x320/AfYjBKUbPoUAwM8J.mp4?tag=13			
1289276644469874689	"Grassroots donations are the backbone of our campaign — and we want to thank you for all your help. So tonight, Senator @ewarren and I are hosting an event that you won’t want to miss.

Chip in to reserve your spot: https://t.co/KUyaCEAUi8 https://t.co/TiQzQ8tba7"	Joe Biden	JoeBiden	2020-07-31T19:08:00.000Z	Fri Jul 31 19:08:00 +0000 2020	6146	1652	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://joe.link/2DstmEv 	0	1	photo	https://pbs.twimg.com/media/EeRtlWHWkAAGfdA.png			
1289245690539933696	"We’re facing some of the biggest challenges in our history — and it’s abundantly clear Donald Trump just isn’t up for the job.

We need real leadership — and we need it now."	Joe Biden	JoeBiden	2020-07-31T17:05:00.000Z	Fri Jul 31 17:05:00 +0000 2020	91274	15468	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289195358518738950	It’s been over six months since the first confirmed case of COVID-19 in the United States, and President Trump still doesn't have an effective plan to contain its spread. It's an unjustifiable failure of leadership that costs lives every day.	Joe Biden	JoeBiden	2020-07-31T13:45:00.000Z	Fri Jul 31 13:45:00 +0000 2020	158856	31163	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1289030018983776256	.@DrBiden and I wish all our Muslim friends and neighbors a blessed #EidAlAdha. May your sacrifices on this day be accepted and strengthen you during these challenging times. Eid Mubarak!	Joe Biden	JoeBiden	2020-07-31T02:48:00.000Z	Fri Jul 31 02:48:00 +0000 2020	74878	10241	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		1	1					
1289001833185316865	Human trafficking is an unconscionable attack on the dignity of the most vulnerable among us. Action can’t wait — on this World Day Against Trafficking in Persons, we’ve got to join together and commit to ending trafficking. #EndHumanTrafficking https://t.co/5UJHwaMRQI	Joe Biden	JoeBiden	2020-07-31T00:56:00.000Z	Fri Jul 31 00:56:00 +0000 2020	22901	5687	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://medium.com/@JoeBiden/my-statement-on-world-day-against-trafficking-in-persons-7175c75861d2 	1	0					
1288980193831337984	You won't have to worry about my tweets when I'm president.	Joe Biden	JoeBiden	2020-07-30T23:30:00.000Z	Thu Jul 30 23:30:00 +0000 2020	703339	77896	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1288967733695205376	Bill Barr is the Attorney General of the United States — not the president's private attorney. https://t.co/XVfyErCZu9	Joe Biden	JoeBiden	2020-07-30T22:40:30.000Z	Thu Jul 30 22:40:30 +0000 2020	44879	13786	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1288963861316620288/pl/6eJ1RqhouFD9a5ej.m3u8?tag=13			
1288950495307071491	"55 years ago today, Medicare and Medicaid were signed into law. And ever since, they've extended lives, enhanced liberty, and put the pursuit of happiness within reach for millions.

I'll protect and expand these programs for generations to come. https://t.co/haLz46TAOD"	Joe Biden	JoeBiden	2020-07-30T21:32:00.000Z	Thu Jul 30 21:32:00 +0000 2020	20891	5361	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://medium.com/@JoeBiden/my-statement-on-the-55th-anniversary-of-medicare-and-medicaid-7f9a362df029 	0	0					
1288942945555476480	"Throughout his life, John Lewis taught us that while the journey toward equality is not easy, we must be unafraid and never cower and never, ever give up.

It's up to all of us to carry on his mission. https://t.co/VUJdegsBuw"	Joe Biden	JoeBiden	2020-07-30T21:02:00.000Z	Thu Jul 30 21:02:00 +0000 2020	30704	7477	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1284501252815106048/pl/5xxJSWSKXMxeg6nn.m3u8?tag=13			
1288926084306624518	It’s time Senate Republicans back their effusive praise of John Lewis with action. Pass the John R. Lewis Voting Rights Act.	Joe Biden	JoeBiden	2020-07-30T19:55:00.000Z	Thu Jul 30 19:55:00 +0000 2020	127725	24400	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet		0	0					
1288890852304023552	"Even after his passing, John Lewis reminds us that the most powerful symbol of what it means to be an American is what we do with the time we have to make real the promise of our nation.

May his words guide us as we march on toward November. https://t.co/wmxgIqDDAi"	Joe Biden	JoeBiden	2020-07-30T17:35:00.000Z	Thu Jul 30 17:35:00 +0000 2020	38927	7816	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://www.nytimes.com/2020/07/30/opinion/john-lewis-civil-rights-america.html 	0	0					
1288875249493315584	"The last three months were the worst period for economic growth our nation has experienced in the 70 years since we started measuring it — a drop of nearly 33 percent.

Let's be clear: This is no act of God, it's a failure of presidential leadership. https://t.co/pPZXkHtJcR"	Joe Biden	JoeBiden	2020-07-30T16:33:00.000Z	Thu Jul 30 16:33:00 +0000 2020	47338	13395	en	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Tweet	https://medium.com/@JoeBiden/my-statement-on-q2-economic-gdp-and-ui-filings-6895b5a1af28 	0	0					
1288806550572687365	I'm the proud husband of a teacher. I've seen firsthand how difficult the job can be in normal times — let alone in the middle of a pandemic. So when I heard Beth's story, I knew @BarackObama and I had to give her a call. https://t.co/xBdeItoMW6	Joe Biden	JoeBiden	2020-07-30T12:00:01.000Z	Thu Jul 30 12:00:01 +0000 2020	45112	10870	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	1	video	https://video.twimg.com/amplify_video/1288804049777766400/pl/8uFpp8Hz_NKdHBEp.m3u8?tag=13			
1288629127507898370	"Donald Trump's instinct to constantly add fuel to the fire is the last thing our country needs right now.

We need leadership that will calm the waters and lower the temperature. https://t.co/tNUQUYDO8P"	Joe Biden	JoeBiden	2020-07-30T00:15:00.000Z	Thu Jul 30 00:15:00 +0000 2020	36363	8142	en	<a href="https://studio.twitter.com" rel="nofollow">Twitter Media Studio</a>	Tweet		0	0	video	https://video.twimg.com/amplify_video/1288624301575483392/vid/480x480/Mg1z0K1jFoLcFnLM.mp4?tag=13			
1288603961948340225	We need a president who will bring us together instead of tearing us apart and who will enforce the law faithfully rather than put his own political interests first. https://t.co/SL7dojwyDi	Joe Biden	JoeBiden	2020-07-29T22:35:00.000Z	Wed Jul 29 22:35:00 +0000 2020	45127	8881	en	<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	Tweet	https://twitter.com/USATODAY/status/1288497049068089347 	0	0					
